country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,generation_gwh_2018,generation_gwh_2019,generation_data_source,estimated_generation_gwh_2013,estimated_generation_gwh_2014,estimated_generation_gwh_2015,estimated_generation_gwh_2016,estimated_generation_gwh_2017,estimated_generation_note_2013,estimated_generation_note_2014,estimated_generation_note_2015,estimated_generation_note_2016,estimated_generation_note_2017
USA,United States of America,Palisades,USA0001715,811.8,42.3230,-86.3146,Nuclear,,,,1972.0,Entergy Nuclear Palisades LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,17535,2019,6041.696,5822.926,6318.52,7045.1810000000005,6097.496,5455.9400000000005,6865.167,U.S. Energy Information Administration,,,,,6440.24,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
USA,United States of America,Palo Verde,USA0006008,4209.6,33.3881,-112.8617,Nuclear,,,,1986.6666666666665,Arizona Public Service Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,13496,2019,31431.08,32320.917,32525.595,32377.477,32340.138,31097.259000000002,31920.368000000002,U.S. Energy Information Administration,,,,,33395.96,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
USA,United States of America,Peach Bottom,USA0003166,2876.4,39.7589,-76.2687,Nuclear,,,,1974.478723404255,Exelon Nuclear,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,29834,2019,18834.532,18771.169,19858.302,21875.434999999998,21722.543,21680.116,22294.385000000002,U.S. Energy Information Administration,,,,,22819.30,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
USA,United States of America,Perry,USA0006020,1311.6,41.8006,-81.1439,Nuclear,,,,1987.0,FirstEnergy Nuclear Operating Company,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,16728,2019,8441.422,10455.271,9482.845,10423.25,9812.376,10934.736,9173.102,U.S. Energy Information Administration,,,,,10405.29,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
USA,United States of America,Point Beach Nuclear Plant,USA0004046,1311.0,44.2806,-87.5369,Nuclear,Oil,,,1971.4523264683448,NextEra Energy Point Beach LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,37201,2019,9941.94642,9447.148000000001,10008.039,10151.411,9648.847999999998,10128.796,10029.974,U.S. Energy Information Administration,,,,,10400.53,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
USA,United States of America,Prairie Island,USA0001925,1186.2,44.6220,-92.6333,Nuclear,,,,1974.0000000000002,Northern States Power Co - Minnesota,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,28280,2019,7714.143,8383.2,7374.711,8263.058,8744.731,8983.305,9139.972,U.S. Energy Information Administration,,,,,9410.46,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
USA,United States of America,Quad Cities Generating Station,USA0000880,2018.6,41.7261,-90.3103,Nuclear,,,,1973.0,Exelon Nuclear,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,17174,2019,15554.219000000001,15386.504,15562.151000000002,15655.095000000001,15401.867,15476.458,15486.108,U.S. Energy Information Administration,,,,,16014.13,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
USA,United States of America,R E Ginna Nuclear Power Plant,USA0006122,614.0,43.2777,-77.3099,Nuclear,,,,1970.0,Exelon Nuclear,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,31588,2019,4993.296,4662.495,4801.3910000000005,5070.323,4697.675,4689.4400000000005,4993.693,U.S. Energy Information Administration,,,,,4871.03,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
USA,United States of America,River Bend,USA0006462,1035.9,30.7570,-91.3327,Nuclear,,,,1986.0,Entergy Louisiana LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,19601,2019,7586.643,8154.994000000001,6915.995,7055.069,7032.282,6999.996,6420.933,U.S. Energy Information Administration,,,,,8218.09,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
USA,United States of America,Seabrook,USA0006115,1242.0,42.8992,-70.8489,Nuclear,,,,1990.0,NextEra Energy Seabrook LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,28093,2019,10926.725,10168.265,9484.204,10761.163,9990.704,10061.696,10906.923,U.S. Energy Information Administration,,,,,9853.14,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
USA,United States of America,Sequoyah,USA0006152,2441.0,35.2267,-85.0917,Nuclear,,,,1981.5,Tennessee Valley Authority,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,34367,2019,18526.011,18892.391,16511.322,17242.608,18241.299,17703.749,18064.619,U.S. Energy Information Administration,,,,,19365.15,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
USA,United States of America,South Texas Project,USA0006251,2708.6,28.7950,-96.0481,Nuclear,,,,1988.5,STP Nuclear Operating Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,22406,2019,17827.856,20651.667,19400.553,21694.303,21581.476000000002,20687.631999999998,21993.297,U.S. Energy Information Administration,,,,,21488.10,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
USA,United States of America,St Lucie,USA0006045,2160.0,27.3486,-80.2464,Nuclear,,,,1979.5,Florida Power & Light Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,20281,2019,15619.911,15817.574,15075.264,15586.562000000002,16427.920000000002,15562.581000000002,14965.628,U.S. Energy Information Administration,,,,,17135.89,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
USA,United States of America,Surry,USA0003806,1695.0,37.1661,-76.6986,Nuclear,,,,1973.0,Virginia Electric & Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,36113,2019,14320.958,14332.325,11789.726,14610.518,14427.647,13219.137,14172.977,U.S. Energy Information Administration,,,,,13446.92,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
USA,United States of America,TalenEnergy Susquehanna,USA0006103,2532.0,41.0919,-76.1462,Nuclear,,,,1984.0,TalenEnergy Susquehanna LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,29956,2019,18899.063000000002,18781.295,20591.260000000002,19350.975,20752.565000000002,20468.722,20919.007,U.S. Energy Information Administration,,,,,20087.08,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
USA,United States of America,Turkey Point,USA0000621,2861.2,25.4356,-80.3308,Nuclear,Oil,Gas,,1987.5449461764294,Florida Power & Light Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,20282|20284,2019,17871.732957999997,18371.295983,20337.856061,20506.629986,18022.696956,19812.429994000002,19270.169995,U.S. Energy Information Administration,,,,,22698.72,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
USA,United States of America,V C Summer,USA0006127,1029.6,34.2983,-81.3153,Nuclear,,,,1984.0,Dominion Energy South Carolina  Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,32993,2019,8370.156,6916.201,7115.397,8658.361,6913.294,7366.3910000000005,8248.436,U.S. Energy Information Administration,,,,,8168.11,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
USA,United States of America,Vogtle,USA0000649,2430.0,33.1427,-81.7625,Nuclear,,,,1988.0,Georgia Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,21007,2019,19078.953,18060.190000000002,19341.208,19860.229,19177.863,19959.126,19674.300000000003,U.S. Energy Information Administration,,,,,19277.88,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
USA,United States of America,Waterford 3,USA0004270,1199.8,29.9953,-90.4716,Nuclear,,,,1985.0,Entergy Louisiana LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,25138,2019,9367.751,9156.336,8384.741,10096.757,8377.463,10152.586,7560.402,U.S. Energy Information Administration,,,,,9518.35,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
USA,United States of America,Watts Bar Nuclear Plant,USA0007722,2539.8,35.6021,-84.7895,Nuclear,,,,2006.0000000000002,Tennessee Valley Authority,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,34375,2019,9967.803,8777.615,8449.15,12335.478,13576.203,18472.633,17655.786,U.S. Energy Information Administration,,,,,20148.96,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
USA,United States of America,Wolf Creek Generating Station,USA0000210,1267.7,38.2393,-95.6898,Nuclear,,,,1985.0,Wolf Creek Nuclear Optg Corp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,37294,2019,7168.301,8558.384,8630.178,8246.042,10647.987000000001,9168.289,9247.734,U.S. Energy Information Administration,,,,,10057.02,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
